Date,Open,High,Low,Close,Adj Close,Volume
1992-05-08,1.9529342651367188,2.0252652168273926,1.8082724809646606,1.9890997409820557,0.5496031641960144,4119900
1992-05-11,2.0252652168273926,2.0975961685180664,1.9890997409820557,2.0433478355407715,0.5645926594734192,560400
1992-05-12,2.0252652168273926,2.0975961685180664,1.9890997409820557,2.0614306926727295,0.5695890188217163,1679000
1992-05-13,2.0252652168273926,2.0614306926727295,1.9890997409820557,2.0252652168273926,0.559596061706543,648300
1992-05-14,1.9890997409820557,2.0252652168273926,1.9529342651367188,2.0252652168273926,0.559596061706543,1694100
1992-05-15,2.0252652168273926,2.0252652168273926,1.9167687892913818,2.0252652168273926,0.559596061706543,107800
1992-05-18,2.0252652168273926,2.0252652168273926,1.9529342651367188,2.0252652168273926,0.559596061706543,122900
1992-05-19,2.0252652168273926,2.0614306926727295,1.9529342651367188,2.0614306926727295,0.5695890188217163,142300
1992-05-20,1.9529342651367188,2.0614306926727295,1.9529342651367188,2.0614306926727295,0.5695890188217163,112500
1992-05-21,2.0614306926727295,2.0614306926727295,1.9529342651367188,1.9529342651367188,0.5396105051040649,223100
1992-05-22,2.0252652168273926,2.0252652168273926,1.9529342651367188,1.9710170030593872,0.5446069836616516,131900
1992-05-26,1.9529342651367188,2.0252652168273926,1.9529342651367188,1.9529342651367188,0.5396105051040649,254300
1992-05-27,2.0252652168273926,2.0252652168273926,1.9529342651367188,1.9529342651367188,0.5396105051040649,34500
1992-05-28,2.0252652168273926,2.0252652168273926,1.9529342651367188,1.9529342651367188,0.5396105051040649,149900
1992-05-29,1.9529342651367188,2.0252652168273926,1.9529342651367188,2.0252652168273926,0.559596061706543,180300
1992-06-01,2.0252652168273926,2.0252652168273926,1.9529342651367188,1.9529342651367188,0.5396105051040649,61400
1992-06-02,2.0252652168273926,2.0252652168273926,1.9529342651367188,2.0252652168273926,0.559596061706543,223900
1992-06-03,2.0252652168273926,2.0252652168273926,1.8806034326553345,1.8806034326553345,0.5196248888969421,272300
1992-06-04,1.9890997409820557,1.9890997409820557,1.8806034326553345,1.9348515272140503,0.534614086151123,194800
1992-06-05,1.9890997409820557,1.9890997409820557,1.8806034326553345,1.9890997409820557,0.5496031641960144,110600
1992-06-08,1.8806034326553345,1.9890997409820557,1.8806034326553345,1.8806034326553345,0.5196248888969421,45500
